"Coptoborus pseudotenuis","Euwallacea fornicatus","Ambrosiodmus tachygraphus","Xyleborus affinis"
0.14321492285087,0.396035556158779,0.0664701931473669,0.901730344082098
0.142543387782312,0.395310085139398,0.066017838122544,0.901181405956466
0.141876623312174,0.394587401575616,0.0655697837588845,0.900631514735105
0.14121458523999,0.393867489016293,0.0651259784750269,0.900080675551489
0.140557229856911,0.39315033114206,0.0646863714231624,0.899528893534289
0.139904513939534,0.392435911763981,0.0642509124772146,0.898976173807306
0.139256394743803,0.391724214822223,0.0638195522212274,0.898422521489402
0.138612829999,0.391015224384756,0.0633922419379544,0.897867941694433
0.137973777901811,0.390308924646059,0.0629689335976494,0.897312439531187
0.13733919711047,0.38960529992584,0.0625495798470526,0.89675602010331
0.13670904673899,0.388904334667785,0.0621341339985694,0.896198688509247
0.13608328635146,0.388206013438306,0.0617225500196381,0.895640449842169
0.135461875956427,0.387510320925319,0.0613147825222836,0.895081309189916
0.134844776001345,0.386817241937023,0.0609107867528523,0.894521271634924
0.134231947367108,0.386126761400707,0.0605105185819272,0.893960342254167
0.133623351362649,0.38543886436156,0.0601139344944174,0.893398526119086
0.133018949719613,0.384753535981506,0.0597209915798206,0.89283582829553
0.132418704587099,0.384070761538041,0.0593316475226545,0.892272253843692
0.131822578526481,0.3833905264231,0.058945860593055,0.891707807818041
0.131230534506287,0.382712816141919,0.0585635896375369,0.891142495267264
0.130642535897156,0.382037616311927,0.0581847940699144,0.890576321234201
0.130058546466854,0.38136491266164,0.0578094338623796,0.890009290755783
0.129478530375365,0.380694691029577,0.057437469536735,0.889441408862971
0.128902452170041,0.380026937363178,0.0570688621557769,0.888872680580692
0.128330276780824,0.37936163771775,0.0567035733148285,0.888303110927779
0.127761969515521,0.378698778255408,0.0563415651334188,0.887732704916912
0.127197496055156,0.378038345244045,0.0559828002471036,0.887161467554554
0.126636822449374,0.377380325056302,0.0556272417994288,0.886589403840892
0.126079915111908,0.376724704168556,0.0552748534340309,0.886016518769779
0.12552674081611,0.376071469159919,0.0549255992868737,0.885442817328672
0.124977266690542,0.375420606711248,0.0545794439786175,0.884868304498573
0.124431460214621,0.374772103604169,0.054236352607119,0.884292985253973
0.123889289214325,0.374125946720107,0.0538962907400603,0.883716864562791
0.123350721857959,0.373482123039333,0.0535592244077032,0.883139947386315
0.122815726651973,0.372840619640019,0.0532251200957667,0.882562238679147
0.122284272436839,0.372201423697308,0.0528939447384273,0.881983743389145
0.12175632838298,0.371564522482385,0.0525656657114373,0.881404466457365
0.12123186398676,0.370929903361572,0.0522402508253603,0.880824412818004
0.120710849066514,0.370297553795424,0.051917668318922,0.880243587398347
0.120193253758648,0.369667461337837,0.0515978868524734,0.879661995118706
0.119679048513779,0.369039613635169,0.0512808755015651,0.87907964089237
0.119168204092929,0.368413998425371,0.0509666037506298,0.878496529625546
0.118660691563772,0.367790603537124,0.050655041486772,0.877912666217305
0.118156482296928,0.367169416888988,0.0503461589936625,0.87732805555953
0.11765554796231,0.366550426488565,0.0500399269455351,0.876742702536858
0.117157860525513,0.365933620431662,0.0497363164012855,0.876156612026629
0.116663392244258,0.365318986901474,0.0494352987986684,0.875569788898835
0.116172115664884,0.364706514167769,0.0491368459485925,0.87498223801606
0.115684003618872,0.364096190586083,0.0488409300295111,0.874393964233436
0.115199029219437,0.363488004596931,0.0485475235819061,0.873804972398585
0.114717165858148,0.362881944725015,0.0482565995028651,0.873215267351569
0.114238387201599,0.362277999578452,0.0479681310407484,0.872624853924838
0.113762667188125,0.361676157848003,0.0476820917899448,0.872033736943183
0.11328998002456,0.361076408306316,0.0473984556857156,0.871441921223678
0.112820300183038,0.360478739807174,0.0471171969991229,0.870849411575637
0.112353602397833,0.359883141284753,0.0468382903320435,0.870256212800561
0.111889861662247,0.359289601752887,0.0465617106122646,0.869662329692087
0.111429053225537,0.358698110304342,0.0462874330886612,0.869067767035942
0.110971152589876,0.3581086561101,0.0460154333264525,0.868472529609892
0.110516135507364,0.357521228418644,0.0457456872025375,0.867876622183696
0.110063977977068,0.356935816555263,0.0454781709009066,0.867280049519055
0.109614656242114,0.356352409921349,0.0452128609081298,0.866682816369568
0.109168146786802,0.355770997993717,0.0449497340089182,0.866084927480681
0.10872442633377,0.355191570323923,0.0446887672817578,0.865486387589645
0.10828347184119,0.35461411653759,0.0444299380946169,0.864887201425463
0.107845260500003,0.354038626333746,0.0441732241007219,0.864287373708853
0.107409769731188,0.353465089484168,0.0439186032344021,0.863686909152191
0.10697697718307,0.352893495832726,0.0436660537070037,0.863085812459477
0.106546860728657,0.352323835294746,0.0434155540028696,0.862484088326283
0.10611939846302,0.351756097856371,0.0431670828753835,0.86188174143971
0.105694568700701,0.35119027357393,0.0429206193430804,0.861278776478347
0.105272349973156,0.350626352573318,0.0426761426858186,0.860675198112222
0.104852721026232,0.350064325049381,0.0424336324410137,0.860071011002763
0.104435660817677,0.349504181265304,0.0421930683999351,0.859466219802754
0.104021148514683,0.348945911552008,0.0419544306040597,0.85886082915629
0.103609163491457,0.348389506307557,0.0417176993414869,0.858254843698738
0.103199685326829,0.347834955996566,0.0414828551434095,0.857648268056695
0.102792693801886,0.347282251149616,0.0412498787806424,0.857041106847944
0.102388168897641,0.34673138236268,0.0410187512602065,0.856433364681416
0.101986090792726,0.34618234029655,0.0407894538219671,0.855825046157145
0.101586439861124,0.345635115676271,0.0405619679353269,0.855216155866234
0.101189196669921,0.345089699290582,0.040336275295971,0.854606698390811
0.100794341977089,0.344546081991365,0.0401123578226638,0.853996678303989
0.100401856729307,0.344004254693093,0.0398901976540981,0.853386100169828
0.100011722059792,0.343464208372295,0.0396697771457924,0.852774968543298
0.0996239192861765,0.342925934067011,0.0394510788670391,0.852163287970238
0.0992384299084013,0.342389422876271,0.0392340855978998,0.85155106298732
0.0988552356066383,0.341854665959564,0.0390187803262492,0.850938298122008
0.098474318239242,0.341321654536319,0.0388051462448654,0.850324997892527
0.0980956598407235,0.340790379885393,0.038593166748565,0.849711166807818
0.0977192426197551,0.340260833344563,0.0383828254313851,0.84909680936751
0.0973450489571954,0.33973300631002,0.0381741060838084,0.848481930061877
0.0969730614041424,0.339206890235872,0.0379669926900321,0.847866533371806
0.0966032626800114,0.338682476633651,0.0377614694252796,0.847250623768762
0.0962356356706362,0.338159757071827,0.0375575206531548,0.84663420571475
0.095870163426395,0.337638723175322,0.0373551309230368,0.846017283662283
0.0955068291603595,0.337119366625032,0.037154284967516,0.845399862054348
0.0951456162464689,0.336601679157358,0.0369549676998694,0.844781945324369
0.0947865082177249,0.336085652563735,0.036757164211576,0.844163537896177
0.0944294887644115,0.335571278690166,0.0365608597698705,0.843544644183977
0.0940745417323361,0.33505854943677,0.0363660398153341,0.842925268592312
0.0937216511210927,0.334547456757323,0.0361726899595237,0.842305415516034
0.0933708010823478,0.334037992658809,0.0359807959826374,0.84168508934027
0.0930219759181469,0.333530149200976,0.0357903438312154,0.841064294440391
0.0926751600792441,0.333023918495899,0.035601319615877,0.840443035181981
0.0923303381634492,0.332519292707537,0.0354137096090924,0.839821315920807
0.0919874949139991,0.332016264051308,0.0352275002429877,0.839199141002787
0.0916466152179483,0.331514824793658,0.0350426781071852,0.838576514763958
0.0913076841045786,0.331014967251643,0.0348592299466753,0.837953441530454
0.0909706867438294,0.330516683792503,0.0346771426597216,0.837329925618466
0.0906356084447484,0.330019966833255,0.0344964032957975,0.836705971334222
